id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
mainFlow.1,1.8,46.4,44.6,1494.9,0.0
mainFlow.2,3.6,47.6,44.0,1494.9,0.0
mainFlow.3,5.4,49.2,43.8,1494.9,0.0
mainFlow.5,9.0,52.2,43.2,1494.9,0.0
rampFlow.1,12.0,57.8,45.8,1146.27,0.0
mainFlow.4,7.2,61.6,54.4,1494.9,0.0
mainFlow.8,14.4,62.0,47.6,1494.9,0.0
mainFlow.6,10.8,62.8,52.0,1494.9,0.0
mainFlow.10,18.0,63.2,45.2,1494.9,0.0
mainFlow.11,19.8,64.4,44.6,1494.9,0.0
mainFlow.7,12.6,65.2,52.6,1494.9,0.0
mainFlow.9,16.2,66.0,49.8,1494.9,0.0
mainFlow.12,21.6,67.4,45.8,1494.9,0.0
mainFlow.13,23.4,72.0,48.6,1494.9,0.0
rampFlow.2,24.0,72.4,48.4,1146.27,0.0
mainFlow.14,25.2,73.4,48.2,1494.9,0.0
mainFlow.16,28.8,74.6,45.8,1494.9,0.0
mainFlow.15,27.0,75.2,48.2,1494.9,0.0
mainFlow.17,30.6,75.8,45.2,1494.9,0.0
mainFlow.18,32.4,77.2,44.8,1494.9,0.0
mainFlow.19,34.2,80.4,46.2,1494.9,0.0
rampFlow.3,36.0,86.6,50.6,1146.27,0.0
mainFlow.20,36.0,87.0,51.0,1494.9,0.0
mainFlow.22,39.6,88.8,49.2,1494.9,0.0
mainFlow.21,37.8,89.6,51.8,1494.9,0.0
mainFlow.24,43.2,90.0,46.8,1494.9,0.0
mainFlow.23,41.4,90.8,49.4,1494.9,0.0
mainFlow.26,46.8,91.2,44.4,1494.9,0.0
rampFlow.4,48.0,92.2,44.2,1146.27,0.0
mainFlow.25,45.0,93.4,48.4,1494.9,0.0
mainFlow.27,48.6,94.6,46.0,1494.9,0.0
mainFlow.28,50.4,94.6,44.2,1494.9,0.0
mainFlow.29,52.2,97.6,45.4,1494.9,0.0
mainFlow.30,54.0,98.2,44.2,1494.9,0.0
mainFlow.32,57.6,99.4,41.8,1494.9,0.0
mainFlow.33,59.4,100.8,41.4,1494.9,0.0
mainFlow.31,55.8,102.2,46.4,1494.9,0.0
mainFlow.34,61.2,105.0,43.8,1494.9,0.0
