id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
mainFlow.1,2.0,46.6,44.6,1494.9,0.0
rampFlow.1,2.4,47.0,44.6,1146.27,0.0
mainFlow.2,4.0,48.0,44.0,1494.9,0.0
mainFlow.3,6.0,49.2,43.2,1494.9,0.0
mainFlow.5,10.0,51.4,41.4,1494.9,0.0
rampFlow.2,4.6,55.8,51.2,1146.27,0.0
mainFlow.4,8.0,56.4,48.4,1494.9,0.0
rampFlow.3,6.8,57.2,50.4,1146.27,0.0
mainFlow.6,12.0,57.8,45.8,1494.9,0.0
mainFlow.7,14.0,59.6,45.6,1494.9,0.0
rampFlow.4,9.0,60.2,51.2,1146.27,0.0
rampFlow.6,13.6,60.8,47.2,1146.27,0.0
rampFlow.5,11.4,61.4,50.0,1146.27,0.0
rampFlow.7,15.8,64.8,49.0,1146.27,0.0
mainFlow.9,18.0,66.0,48.0,1494.9,0.0
rampFlow.8,18.0,67.0,49.0,1146.27,0.0
mainFlow.10,20.0,67.2,47.2,1494.9,0.0
mainFlow.11,22.0,68.4,46.4,1494.9,0.0
mainFlow.8,16.0,69.6,53.6,1494.9,0.0
rampFlow.9,20.4,69.6,49.2,1146.27,0.0
rampFlow.10,22.6,71.0,48.4,1146.27,0.0
mainFlow.12,24.0,74.8,50.8,1494.9,0.0
mainFlow.14,28.0,76.2,48.2,1494.9,0.0
rampFlow.11,24.8,77.6,52.8,1146.27,0.0
mainFlow.15,30.0,78.4,48.4,1494.9,0.0
rampFlow.12,27.0,79.0,52.0,1146.27,0.0
mainFlow.16,32.0,79.6,47.6,1494.9,0.0
rampFlow.13,29.4,80.2,50.8,1146.27,0.0
mainFlow.17,34.0,80.8,46.8,1494.9,0.0
mainFlow.13,26.0,81.6,55.6,1494.9,0.0
mainFlow.18,36.0,82.2,46.2,1494.9,0.0
rampFlow.14,31.6,83.0,51.4,1146.27,0.0
mainFlow.20,40.0,83.4,43.4,1494.9,0.0
rampFlow.15,33.8,84.2,50.4,1146.27,0.0
rampFlow.16,36.0,85.4,49.4,1146.27,0.0
mainFlow.19,38.0,85.8,47.8,1494.9,0.0
rampFlow.17,38.4,86.8,48.4,1146.27,0.0
mainFlow.22,44.0,87.0,43.0,1494.9,0.0
