id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
mainFlow.1,1.2,45.8,44.6,1494.9,0.0
rampFlow.1,2.4,46.8,44.4,1146.27,0.0
mainFlow.2,2.2,47.0,44.8,1494.9,0.0
rampFlow.2,4.6,53.4,48.8,1146.27,0.0
mainFlow.5,5.4,54.0,48.6,1494.9,0.0
rampFlow.3,6.8,54.8,48.0,1146.27,0.0
mainFlow.7,7.6,55.2,47.6,1494.9,0.0
mainFlow.9,9.6,56.4,46.8,1494.9,0.0
mainFlow.8,8.6,57.6,49.0,1494.9,0.0
mainFlow.3,3.2,58.6,55.4,1494.9,0.0
rampFlow.4,9.0,59.8,50.8,1146.27,0.0
mainFlow.11,11.8,59.8,48.0,1494.9,0.0
mainFlow.4,4.4,61.0,56.6,1494.9,0.0
mainFlow.13,13.8,61.0,47.2,1494.9,0.0
mainFlow.14,15.0,62.2,47.2,1494.9,0.0
mainFlow.6,6.4,62.4,56.0,1494.9,0.0
mainFlow.10,10.6,63.6,53.0,1494.9,0.0
rampFlow.5,11.4,63.6,52.2,1146.27,0.0
rampFlow.6,13.6,64.8,51.2,1146.27,0.0
rampFlow.7,15.8,64.8,49.0,1146.27,0.0
mainFlow.12,12.8,66.2,53.4,1494.9,0.0
mainFlow.15,16.0,66.8,50.8,1494.9,0.0
mainFlow.17,18.2,68.0,49.8,1494.9,0.0
rampFlow.8,18.0,68.8,50.8,1146.27,0.0
mainFlow.19,20.2,69.2,49.0,1494.9,0.0
rampFlow.9,20.4,70.2,49.8,1146.27,0.0
mainFlow.21,22.4,70.4,48.0,1494.9,0.0
mainFlow.23,24.4,71.6,47.2,1494.9,0.0
mainFlow.25,26.6,72.8,46.2,1494.9,0.0
mainFlow.16,17.0,73.6,56.6,1494.9,0.0
mainFlow.27,28.6,74.0,45.4,1494.9,0.0
rampFlow.10,22.6,74.8,52.2,1146.27,0.0
mainFlow.29,30.8,75.2,44.4,1494.9,0.0
mainFlow.18,19.2,76.0,56.8,1494.9,0.0
mainFlow.30,31.8,76.4,44.6,1494.9,0.0
rampFlow.11,24.8,77.2,52.4,1146.27,0.0
mainFlow.31,33.0,78.2,45.2,1494.9,0.0
mainFlow.20,21.2,78.4,57.2,1494.9,0.0
