begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.76,7.36,0,217
0.0,900.0,main_1a,29.48,10.84,284,284
0.0,900.0,main_1b,32.23,9.84,284,0
0.0,900.0,ramp_0,17.52,4.25,0,67
