begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.08,16.69,0,467
0.0,900.0,main_1a,26.71,27.42,651,651
0.0,900.0,main_1b,30.28,24.01,651,0
0.0,900.0,ramp_0,15.84,12.9,0,184
