id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
mainFlow.1,3.0,47.6,44.6,1494.9,0.0
rampFlow.1,4.6,48.0,43.4,1146.27,0.0
mainFlow.2,6.0,49.8,43.8,1494.9,0.0
rampFlow.2,9.0,52.2,43.2,1146.27,0.0
rampFlow.3,13.6,59.4,45.8,1146.27,0.0
mainFlow.3,9.0,63.4,54.4,1494.9,0.0
mainFlow.4,12.0,64.2,52.2,1494.9,0.0
mainFlow.6,18.0,65.4,47.4,1494.9,0.0
rampFlow.4,18.0,65.4,47.4,1146.27,0.0
mainFlow.7,21.0,66.8,45.8,1494.9,0.0
rampFlow.5,22.6,67.8,45.2,1146.27,0.0
mainFlow.5,15.0,68.0,53.0,1494.9,0.0
mainFlow.8,24.0,69.6,45.6,1494.9,0.0
rampFlow.6,27.0,75.4,48.4,1146.27,0.0
mainFlow.9,27.0,75.8,48.8,1494.9,0.0
mainFlow.11,33.0,77.0,44.0,1494.9,0.0
rampFlow.7,31.6,78.0,46.4,1146.27,0.0
mainFlow.10,30.0,78.6,48.6,1494.9,0.0
rampFlow.8,36.0,80.0,44.0,1146.27,0.0
mainFlow.12,36.0,80.4,44.4,1494.9,0.0
mainFlow.13,39.0,85.2,46.2,1494.9,0.0
rampFlow.9,40.6,88.8,48.2,1146.27,0.0
rampFlow.10,45.0,91.6,46.6,1146.27,0.0
mainFlow.14,42.0,96.6,54.6,1494.9,0.0
mainFlow.15,45.0,97.4,52.4,1494.9,0.0
rampFlow.11,49.6,98.2,48.6,1146.27,0.0
mainFlow.16,48.0,98.6,50.6,1494.9,0.0
mainFlow.17,51.0,99.8,48.8,1494.9,0.0
rampFlow.12,54.0,99.8,45.8,1146.27,0.0
mainFlow.18,54.0,101.0,47.0,1494.9,0.0
rampFlow.13,58.6,102.2,43.6,1146.27,0.0
mainFlow.19,57.0,102.4,45.4,1494.9,0.0
mainFlow.20,60.0,105.4,45.4,1494.9,0.0
mainFlow.21,63.0,107.2,44.2,1494.9,0.0
rampFlow.14,63.0,107.8,44.8,1146.27,0.0
mainFlow.22,66.0,108.4,42.4,1494.9,0.0
rampFlow.15,67.6,109.8,42.2,1146.27,0.0
mainFlow.24,72.0,115.8,43.8,1494.9,0.0
