begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,26.66,24.33,0,584
0.0,900.0,main_1a,23.02,39.98,818,818
0.0,900.0,main_1b,28.75,31.77,818,0
0.0,900.0,ramp_0,13.81,18.82,0,234
