id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
mainFlow.1,1.4,46.0,44.6,1494.9,0.0
mainFlow.2,2.8,47.2,44.4,1494.9,0.0
mainFlow.3,4.2,48.6,44.4,1494.9,0.0
mainFlow.5,7.0,50.2,43.2,1494.9,0.0
rampFlow.1,7.2,55.2,48.0,1146.27,0.0
mainFlow.6,8.4,56.8,48.4,1494.9,0.0
mainFlow.9,12.6,58.0,45.4,1494.9,0.0
mainFlow.8,11.2,59.2,48.0,1494.9,0.0
mainFlow.4,5.6,60.0,54.4,1494.9,0.0
mainFlow.11,15.4,61.0,45.6,1494.9,0.0
rampFlow.2,14.4,61.2,46.8,1146.27,0.0
mainFlow.10,14.0,62.0,48.0,1494.9,0.0
mainFlow.7,9.8,63.2,53.4,1494.9,0.0
mainFlow.12,16.8,65.4,48.6,1494.9,0.0
rampFlow.3,21.6,66.8,45.2,1146.27,0.0
mainFlow.13,18.2,69.6,51.4,1494.9,0.0
mainFlow.14,19.4,70.8,51.4,1494.9,0.0
mainFlow.15,20.8,70.8,50.0,1494.9,0.0
mainFlow.16,22.2,72.0,49.8,1494.9,0.0
mainFlow.17,23.6,72.0,48.4,1494.9,0.0
mainFlow.18,25.0,73.2,48.2,1494.9,0.0
mainFlow.19,26.4,77.2,50.8,1494.9,0.0
rampFlow.4,28.8,77.2,48.4,1146.27,0.0
mainFlow.21,29.2,78.4,49.2,1494.9,0.0
mainFlow.23,32.0,79.8,47.8,1494.9,0.0
mainFlow.25,34.8,81.0,46.2,1494.9,0.0
mainFlow.27,37.4,82.0,44.6,1494.9,0.0
mainFlow.20,27.8,82.4,54.6,1494.9,0.0
mainFlow.26,36.2,83.4,47.2,1494.9,0.0
rampFlow.5,36.0,83.8,47.8,1146.27,0.0
mainFlow.29,40.2,84.8,44.6,1494.9,0.0
mainFlow.22,30.6,85.0,54.4,1494.9,0.0
mainFlow.31,43.0,86.0,43.0,1494.9,0.0
mainFlow.24,33.4,86.2,52.8,1494.9,0.0
mainFlow.28,38.8,87.4,48.6,1494.9,0.0
mainFlow.30,41.6,88.0,46.4,1494.9,0.0
rampFlow.6,43.2,88.8,45.6,1146.27,0.0
mainFlow.33,45.8,89.6,43.8,1494.9,0.0
