begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.67,15.22,0,434
0.0,900.0,main_1a,29.06,20.06,518,518
0.0,900.0,main_1b,31.01,18.65,518,0
0.0,900.0,ramp_0,17.48,5.33,0,84
