begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,29.76,18.67,0,500
0.0,900.0,main_1a,24.58,35.1,767,767
0.0,900.0,main_1b,29.4,29.13,767,0
0.0,900.0,ramp_0,11.83,25.06,0,267
