id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
mainFlow.1,1.8,46.4,44.6,1494.9,0.0
mainFlow.2,3.6,47.6,44.0,1494.9,0.0
mainFlow.3,5.2,49.0,43.8,1494.9,0.0
mainFlow.5,8.6,51.8,43.2,1494.9,0.0
mainFlow.7,12.0,60.2,48.2,1494.9,0.0
mainFlow.4,7.0,61.4,54.4,1494.9,0.0
mainFlow.9,15.6,61.4,45.8,1494.9,0.0
mainFlow.6,10.4,62.6,52.2,1494.9,0.0
mainFlow.11,19.0,62.6,43.6,1494.9,0.0
mainFlow.10,17.2,63.8,46.6,1494.9,0.0
rampFlow.1,18.0,63.8,45.8,1146.27,0.0
mainFlow.12,20.6,66.6,46.0,1494.9,0.0
mainFlow.8,13.8,67.0,53.2,1494.9,0.0
mainFlow.13,22.4,71.0,48.6,1494.9,0.0
mainFlow.15,25.8,73.8,48.0,1494.9,0.0
mainFlow.17,29.2,75.0,45.8,1494.9,0.0
mainFlow.14,24.0,75.4,51.4,1494.9,0.0
mainFlow.18,31.0,76.2,45.2,1494.9,0.0
mainFlow.16,27.6,76.6,49.0,1494.9,0.0
mainFlow.19,32.6,77.6,45.0,1494.9,0.0
mainFlow.20,34.4,80.6,46.2,1494.9,0.0
rampFlow.2,36.0,86.8,50.8,1146.27,0.0
mainFlow.21,36.0,87.0,51.0,1494.9,0.0
mainFlow.23,39.6,88.8,49.2,1494.9,0.0
mainFlow.22,37.8,89.6,51.8,1494.9,0.0
mainFlow.25,43.0,90.0,47.0,1494.9,0.0
mainFlow.24,41.2,90.8,49.6,1494.9,0.0
mainFlow.27,46.4,91.2,44.8,1494.9,0.0
mainFlow.28,48.0,92.4,44.4,1494.9,0.0
mainFlow.26,44.6,93.0,48.4,1494.9,0.0
mainFlow.30,51.6,94.6,43.0,1494.9,0.0
mainFlow.29,49.8,94.8,45.0,1494.9,0.0
rampFlow.3,54.0,97.4,43.4,1146.27,0.0
mainFlow.31,53.2,98.6,45.4,1494.9,0.0
mainFlow.33,56.6,99.8,43.2,1494.9,0.0
mainFlow.34,58.4,101.0,42.6,1494.9,0.0
mainFlow.32,55.0,101.4,46.4,1494.9,0.0
mainFlow.36,61.8,106.8,45.0,1494.9,0.0
