begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,30.35,19.55,0,534
0.0,900.0,main_1a,26.78,28.74,684,684
0.0,900.0,main_1b,29.92,25.53,684,0
0.0,900.0,ramp_0,16.68,9.98,0,150
