begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.01,12.73,0,367
0.0,900.0,main_1a,28.34,19.21,484,484
0.0,900.0,main_1b,31.21,17.32,484,0
0.0,900.0,ramp_0,17.18,7.56,0,117
