begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.69,15.81,0,451
0.0,900.0,main_1a,30.28,18.02,485,485
0.0,900.0,main_1b,30.99,17.48,485,0
0.0,900.0,ramp_0,17.45,2.16,0,34
