begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.94,7.32,0,217
0.0,900.0,main_1a,26.39,18.51,434,434
0.0,900.0,main_1b,31.56,15.36,434,0
0.0,900.0,ramp_0,14.68,16.41,0,217
