begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.57,15.27,0,434
0.0,900.0,main_1a,29.33,19.22,501,501
0.0,900.0,main_1b,30.96,18.07,501,0
0.0,900.0,ramp_0,17.64,4.22,0,67
