begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,30.04,22.82,0,617
0.0,900.0,main_1a,27.14,29.72,717,717
0.0,900.0,main_1b,29.45,27.19,717,0
0.0,900.0,ramp_0,17.21,6.45,0,100
