id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
mainFlow.1,2.6,44.2,41.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
rampFlow.1,2.0,46.8,44.8,1146.27,0.0
rampFlow.2,3.8,49.0,45.2,1146.27,0.0
rampFlow.3,5.8,50.6,44.8,1146.27,0.0
mainFlow.3,7.8,56.0,48.2,1494.9,0.0
mainFlow.4,10.4,57.2,46.8,1494.9,0.0
rampFlow.4,7.6,57.6,50.0,1146.27,0.0
mainFlow.5,13.0,58.4,45.4,1494.9,0.0
rampFlow.6,11.4,59.6,48.2,1146.27,0.0
mainFlow.2,5.2,60.6,55.4,1494.9,0.0
rampFlow.7,13.4,60.8,47.4,1146.27,0.0
rampFlow.5,9.6,61.8,52.2,1146.27,0.0
mainFlow.6,15.6,64.4,48.8,1494.9,0.0
rampFlow.8,15.2,65.4,50.2,1146.27,0.0
mainFlow.8,20.6,65.6,45.0,1494.9,0.0
mainFlow.7,18.0,66.8,48.8,1494.9,0.0
rampFlow.9,17.2,69.2,52.0,1146.27,0.0
mainFlow.9,23.2,69.4,46.2,1494.9,0.0
rampFlow.10,19.0,70.4,51.4,1146.27,0.0
rampFlow.11,21.0,71.6,50.6,1146.27,0.0
rampFlow.12,22.8,72.2,49.4,1146.27,0.0
rampFlow.13,24.8,77.8,53.0,1146.27,0.0
mainFlow.11,28.4,77.8,49.4,1494.9,0.0
mainFlow.12,31.0,79.4,48.4,1494.9,0.0
mainFlow.13,33.6,80.6,47.0,1494.9,0.0
rampFlow.14,26.6,80.8,54.2,1146.27,0.0
mainFlow.14,36.0,81.8,45.8,1494.9,0.0
rampFlow.16,30.4,83.0,52.6,1146.27,0.0
mainFlow.10,25.8,83.4,57.6,1494.9,0.0
rampFlow.15,28.6,84.6,56.0,1146.27,0.0
mainFlow.15,38.6,85.0,46.4,1494.9,0.0
rampFlow.17,32.4,85.8,53.4,1146.27,0.0
mainFlow.16,41.2,86.2,45.0,1494.9,0.0
rampFlow.18,34.2,87.0,52.8,1146.27,0.0
rampFlow.19,36.2,87.6,51.4,1146.27,0.0
rampFlow.20,38.0,89.0,51.0,1146.27,0.0
mainFlow.17,43.8,91.0,47.2,1494.9,0.0
mainFlow.18,46.4,91.4,45.0,1494.9,0.0
rampFlow.21,39.8,92.2,52.4,1146.27,0.0
mainFlow.19,49.0,92.6,43.6,1494.9,0.0
