sim_id,highway_speed,ramp_speed,vehsPerHour_main,vehsPerHour_ramp,vehsPerHour_total,meanSpeed_avg
ramp.edg,30.0,20.0,2100.0,1900.0,4000.0,19.35786
ramp.edg,30.0,20.0,2200.0,200.0,2400.0,22.192184444444443
ramp.edg,30.0,20.0,2200.0,300.0,2500.0,22.21013111111111
ramp.edg,30.0,20.0,2200.0,400.0,2600.0,21.933797777777777
ramp.edg,30.0,20.0,2200.0,500.0,2700.0,21.662862222222223
ramp.edg,30.0,20.0,2200.0,600.0,2800.0,21.413055555555555
ramp.edg,30.0,20.0,2200.0,700.0,2900.0,21.203937777777778
ramp.edg,30.0,20.0,2200.0,800.0,3000.0,21.07780888888889
ramp.edg,30.0,20.0,2200.0,900.0,3100.0,20.933793333333334
ramp.edg,30.0,20.0,2200.0,1000.0,3200.0,20.525737777777778
ramp.edg,30.0,20.0,2200.0,1100.0,3300.0,20.41075111111111
ramp.edg,30.0,20.0,2200.0,1200.0,3400.0,20.32892888888889
ramp.edg,30.0,20.0,2200.0,1300.0,3500.0,20.12386888888889
ramp.edg,30.0,20.0,2200.0,1400.0,3600.0,20.10851111111111
ramp.edg,30.0,20.0,2200.0,1500.0,3700.0,19.710673333333332
ramp.edg,30.0,20.0,2200.0,1600.0,3800.0,19.44224
ramp.edg,30.0,20.0,2200.0,1700.0,3900.0,19.197126666666666
ramp.edg,30.0,20.0,2200.0,1800.0,4000.0,18.67349777777778
ramp.edg,30.0,20.0,2200.0,1900.0,4100.0,19.408975555555557
ramp.edg,30.0,20.0,2300.0,200.0,2500.0,22.19616
ramp.edg,30.0,20.0,2300.0,300.0,2600.0,22.06859777777778
ramp.edg,30.0,20.0,2300.0,400.0,2700.0,21.817195555555557
ramp.edg,30.0,20.0,2300.0,500.0,2800.0,21.54614
ramp.edg,30.0,20.0,2300.0,600.0,2900.0,21.394024444444444
ramp.edg,30.0,20.0,2300.0,700.0,3000.0,21.24145777777778
ramp.edg,30.0,20.0,2300.0,800.0,3100.0,21.202366666666666
ramp.edg,30.0,20.0,2300.0,900.0,3200.0,20.733555555555554
ramp.edg,30.0,20.0,2300.0,1000.0,3300.0,20.614686666666667
ramp.edg,30.0,20.0,2300.0,1100.0,3400.0,20.568564444444444
ramp.edg,30.0,20.0,2300.0,1200.0,3500.0,20.2601
ramp.edg,30.0,20.0,2300.0,1300.0,3600.0,20.196884444444443
ramp.edg,30.0,20.0,2300.0,1400.0,3700.0,19.800171111111112
ramp.edg,30.0,20.0,2300.0,1500.0,3800.0,19.78295111111111
ramp.edg,30.0,20.0,2300.0,1600.0,3900.0,19.59318222222222
ramp.edg,30.0,20.0,2300.0,1700.0,4000.0,18.99689777777778
ramp.edg,30.0,20.0,2300.0,1800.0,4100.0,18.783762222222222
ramp.edg,30.0,20.0,2300.0,1900.0,4200.0,19.43564888888889
ramp.edg,30.0,20.0,2400.0,200.0,2600.0,22.279715555555555
ramp.edg,30.0,20.0,2400.0,300.0,2700.0,21.985502222222223
ramp.edg,30.0,20.0,2400.0,400.0,2800.0,21.647577777777776
ramp.edg,30.0,20.0,2400.0,500.0,2900.0,21.503057777777776
ramp.edg,30.0,20.0,2400.0,600.0,3000.0,21.384955555555557
ramp.edg,30.0,20.0,2400.0,700.0,3100.0,21.35856888888889
ramp.edg,30.0,20.0,2400.0,800.0,3200.0,20.847626666666667
ramp.edg,30.0,20.0,2400.0,900.0,3300.0,20.790422222222222
ramp.edg,30.0,20.0,2400.0,1000.0,3400.0,20.73051111111111
ramp.edg,30.0,20.0,2400.0,1100.0,3500.0,20.50181111111111
ramp.edg,30.0,20.0,2400.0,1200.0,3600.0,20.352257777777776
ramp.edg,30.0,20.0,2400.0,1300.0,3700.0,20.048817777777778
ramp.edg,30.0,20.0,2400.0,1400.0,3800.0,19.773286666666667
ramp.edg,30.0,20.0,2400.0,1500.0,3900.0,19.886986666666665
ramp.edg,30.0,20.0,2400.0,1600.0,4000.0,19.350555555555555
ramp.edg,30.0,20.0,2400.0,1700.0,4100.0,18.907473333333332
ramp.edg,30.0,20.0,2400.0,1800.0,4200.0,18.54184888888889
ramp.edg,30.0,20.0,2400.0,1900.0,4300.0,19.32159111111111
ramp.edg,30.0,20.0,2500.0,200.0,2700.0,22.03266
ramp.edg,30.0,20.0,2500.0,300.0,2800.0,21.828575555555556
ramp.edg,30.0,20.0,2500.0,400.0,2900.0,21.5767
ramp.edg,30.0,20.0,2500.0,500.0,3000.0,21.550955555555557
ramp.edg,30.0,20.0,2500.0,600.0,3100.0,21.374944444444445
ramp.edg,30.0,20.0,2500.0,700.0,3200.0,21.04092888888889
