begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.37,9.16,0,267
0.0,900.0,main_1a,26.25,22.16,517,517
0.0,900.0,main_1b,31.01,18.62,517,0
0.0,900.0,ramp_0,13.17,21.08,0,250
