begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,30.48,21.28,0,584
0.0,900.0,main_1a,27.88,26.96,668,668
0.0,900.0,main_1b,29.79,25.04,668,0
0.0,900.0,ramp_0,17.74,5.26,0,84
