begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.17,17.82,0,500
0.0,900.0,main_1a,28.88,22.09,567,567
0.0,900.0,main_1b,30.28,20.91,567,0
0.0,900.0,ramp_0,17.56,4.24,0,67
