begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.24,9.79,0,284
0.0,900.0,main_1a,26.86,20.27,484,484
0.0,900.0,main_1b,31.07,17.4,484,0
0.0,900.0,ramp_0,15.36,14.45,0,200
