begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.61,13.49,0,384
0.0,900.0,main_1a,25.56,30.85,701,701
0.0,900.0,main_1b,30.34,25.8,701,0
0.0,900.0,ramp_0,6.86,51.32,0,317
