begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.49,14.11,0,400
0.0,900.0,main_1a,26.49,26.2,617,617
0.0,900.0,main_1b,30.41,22.66,617,0
0.0,900.0,ramp_0,14.78,16.3,0,217
