begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.11,13.28,0,384
0.0,900.0,main_1a,29.63,17.13,451,451
0.0,900.0,main_1b,31.41,16.04,451,0
0.0,900.0,ramp_0,17.69,4.2,0,67
