begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.8,7.93,0,234
0.0,900.0,main_1a,30.84,9.78,268,268
0.0,900.0,main_1b,32.42,9.23,268,0
0.0,900.0,ramp_0,17.58,2.15,0,34
