begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,30.24,20.2,0,550
0.0,900.0,main_1a,26.65,29.55,700,700
0.0,900.0,main_1b,29.88,26.16,700,0
0.0,900.0,ramp_0,16.72,9.96,0,150
