begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.33,9.17,0,267
0.0,900.0,main_1a,26.34,21.4,501,501
0.0,900.0,main_1b,30.93,18.09,501,0
0.0,900.0,ramp_0,14.08,18.46,0,234
