begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,30.78,16.85,0,467
0.0,900.0,main_1a,25.92,29.69,684,684
0.0,900.0,main_1b,29.73,25.69,684,0
0.0,900.0,ramp_0,14.76,16.32,0,217
