id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
rampFlow.1,2.0,46.8,44.8,1146.27,0.0
mainFlow.1,4.0,47.8,43.8,1494.9,0.0
rampFlow.2,3.8,48.8,45.0,1146.27,0.0
mainFlow.3,12.0,53.4,41.4,1494.9,0.0
rampFlow.4,7.6,54.6,47.0,1146.27,0.0
rampFlow.3,5.8,57.4,51.6,1146.27,0.0
rampFlow.5,9.6,58.8,49.2,1146.27,0.0
mainFlow.2,8.0,60.8,52.8,1494.9,0.0
mainFlow.4,16.0,62.0,46.0,1494.9,0.0
rampFlow.7,13.4,63.2,49.8,1146.27,0.0
rampFlow.6,11.4,63.8,52.4,1146.27,0.0
rampFlow.8,15.2,64.4,49.2,1146.27,0.0
rampFlow.9,17.2,66.2,49.0,1146.27,0.0
mainFlow.5,20.0,71.4,51.4,1494.9,0.0
rampFlow.10,19.0,71.6,52.6,1146.27,0.0
mainFlow.6,24.0,72.6,48.6,1494.9,0.0
rampFlow.11,21.0,73.2,52.2,1146.27,0.0
mainFlow.7,28.0,74.4,46.4,1494.9,0.0
rampFlow.12,22.8,74.6,51.8,1146.27,0.0
rampFlow.13,24.8,75.8,51.0,1146.27,0.0
mainFlow.9,36.0,76.0,40.0,1494.9,0.0
rampFlow.14,26.6,77.2,50.6,1146.27,0.0
rampFlow.15,28.6,82.4,53.8,1146.27,0.0
mainFlow.8,32.0,84.2,52.2,1494.9,0.0
mainFlow.10,40.0,85.8,45.8,1494.9,0.0
rampFlow.16,30.4,86.8,56.4,1146.27,0.0
rampFlow.17,32.4,87.0,54.6,1146.27,0.0
rampFlow.18,34.2,88.4,54.2,1146.27,0.0
mainFlow.11,44.0,88.4,44.4,1494.9,0.0
rampFlow.19,36.2,89.8,53.6,1146.27,0.0
mainFlow.12,48.0,89.8,41.8,1494.9,0.0
rampFlow.21,39.8,90.8,51.0,1146.27,0.0
rampFlow.20,38.0,91.0,53.0,1146.27,0.0
rampFlow.22,41.8,92.4,50.6,1146.27,0.0
rampFlow.23,43.6,95.8,52.2,1146.27,0.0
rampFlow.24,45.6,98.4,52.8,1146.27,0.0
mainFlow.13,52.0,99.2,47.2,1494.9,0.0
rampFlow.25,47.4,100.4,53.0,1146.27,0.0
