begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.9,7.9,0,234
0.0,900.0,main_1a,27.93,14.82,368,368
0.0,900.0,main_1b,31.76,12.94,368,0
0.0,900.0,ramp_0,16.83,8.84,0,134
