begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.76,8.48,0,250
0.0,900.0,main_1a,30.36,11.12,300,300
0.0,900.0,main_1b,32.26,10.39,300,0
0.0,900.0,ramp_0,17.48,3.18,0,50
