begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,19.32,34.51,0,600
0.0,900.0,main_1a,20.78,46.94,867,867
0.0,900.0,main_1b,28.28,34.23,867,0
0.0,900.0,ramp_0,11.7,25.35,0,267
