begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.83,12.25,0,351
0.0,900.0,main_1a,25.85,28.34,651,651
0.0,900.0,main_1b,30.39,23.92,651,0
0.0,900.0,ramp_0,7.16,46.53,0,300
