begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.94,11.03,0,317
0.0,900.0,main_1a,25.76,26.94,617,617
0.0,900.0,main_1b,30.48,22.6,617,0
0.0,900.0,ramp_0,7.15,46.59,0,300
