begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,33.14,5.6,0,167
0.0,900.0,main_1a,27.13,13.15,317,317
0.0,900.0,main_1b,32.25,10.98,317,0
0.0,900.0,ramp_0,16.57,10.05,0,150
