begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,18.29,36.44,0,600
0.0,900.0,main_1a,19.47,52.01,900,900
0.0,900.0,main_1b,27.68,36.31,900,0
0.0,900.0,ramp_0,6.93,48.1,0,300
