begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,30.3,20.78,0,567
0.0,900.0,main_1a,26.53,30.41,717,717
0.0,900.0,main_1b,29.57,27.08,717,0
0.0,900.0,ramp_0,16.39,10.16,0,150
