begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.93,7.32,0,217
0.0,900.0,main_1a,26.81,16.83,401,401
0.0,900.0,main_1b,31.39,14.26,401,0
0.0,900.0,ramp_0,15.79,12.94,0,184
