id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
mainFlow.1,3.6,45.2,41.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
rampFlow.1,2.8,47.0,44.2,1146.27,0.0
rampFlow.2,5.6,49.8,44.2,1146.27,0.0
rampFlow.3,8.4,52.2,43.8,1146.27,0.0
rampFlow.4,11.2,58.0,46.8,1146.27,0.0
mainFlow.2,7.2,61.6,54.4,1494.9,0.0
mainFlow.4,14.4,62.6,48.2,1494.9,0.0
mainFlow.3,10.8,62.8,52.0,1494.9,0.0
mainFlow.5,18.0,63.8,45.8,1494.9,0.0
rampFlow.5,14.0,64.2,50.2,1146.27,0.0
rampFlow.7,19.4,65.0,45.6,1146.27,0.0
rampFlow.6,16.8,65.4,48.6,1146.27,0.0
mainFlow.6,21.6,67.2,45.6,1494.9,0.0
mainFlow.8,28.8,68.8,40.0,1494.9,0.0
rampFlow.8,22.2,69.8,47.6,1146.27,0.0
rampFlow.9,25.0,74.4,49.4,1146.27,0.0
mainFlow.7,25.2,75.2,50.0,1494.9,0.0
rampFlow.10,27.8,75.6,47.8,1146.27,0.0
rampFlow.11,30.6,76.6,46.0,1146.27,0.0
mainFlow.9,32.4,77.8,45.4,1494.9,0.0
rampFlow.12,33.4,79.4,46.0,1146.27,0.0
mainFlow.10,36.0,86.8,50.8,1494.9,0.0
rampFlow.13,36.0,87.6,51.6,1146.27,0.0
mainFlow.12,43.2,88.0,44.8,1494.9,0.0
rampFlow.14,38.8,89.0,50.2,1146.27,0.0
mainFlow.11,39.6,90.2,50.6,1494.9,0.0
rampFlow.15,41.6,90.2,48.6,1146.27,0.0
mainFlow.13,46.8,91.6,44.8,1494.9,0.0
rampFlow.16,44.4,92.2,47.8,1146.27,0.0
mainFlow.14,50.4,92.8,42.4,1494.9,0.0
rampFlow.17,47.2,93.4,46.2,1146.27,0.0
rampFlow.18,50.0,95.2,45.2,1146.27,0.0
rampFlow.19,52.8,98.2,45.4,1146.27,0.0
mainFlow.15,54.0,98.2,44.2,1494.9,0.0
mainFlow.16,57.6,99.4,41.8,1494.9,0.0
rampFlow.20,55.4,101.6,46.2,1146.27,0.0
rampFlow.21,58.2,102.8,44.6,1146.27,0.0
mainFlow.17,61.2,105.0,43.8,1494.9,0.0
mainFlow.18,64.8,106.4,41.6,1494.9,0.0
rampFlow.22,61.0,109.4,48.4,1146.27,0.0
rampFlow.23,63.8,110.8,47.0,1146.27,0.0
mainFlow.19,68.4,111.6,43.2,1494.9,0.0
rampFlow.24,66.6,112.0,45.4,1146.27,0.0
rampFlow.25,69.4,112.8,43.4,1146.27,0.0
mainFlow.20,72.0,117.2,45.2,1494.9,0.0
mainFlow.22,79.2,118.8,39.6,1494.9,0.0
rampFlow.26,72.0,120.2,48.2,1146.27,0.0
rampFlow.27,74.8,124.2,49.4,1146.27,0.0
rampFlow.28,77.6,128.0,50.4,1146.27,0.0
mainFlow.21,75.6,128.6,53.0,1494.9,0.0
rampFlow.29,80.4,129.8,49.4,1146.27,0.0
mainFlow.23,82.8,130.0,47.2,1494.9,0.0
rampFlow.30,83.2,131.2,48.0,1146.27,0.0
rampFlow.32,88.8,131.8,43.0,1146.27,0.0
rampFlow.31,86.0,132.4,46.4,1146.27,0.0
mainFlow.25,90.0,135.2,45.2,1494.9,0.0
mainFlow.26,93.6,136.4,42.8,1494.9,0.0
mainFlow.24,86.4,136.6,50.2,1494.9,0.0
rampFlow.34,94.2,137.6,43.4,1146.27,0.0
rampFlow.33,91.4,138.0,46.6,1146.27,0.0
rampFlow.35,97.0,141.8,44.8,1146.27,0.0
mainFlow.27,97.2,143.0,45.8,1494.9,0.0
rampFlow.36,99.8,146.8,47.0,1146.27,0.0
rampFlow.37,102.6,151.0,48.4,1146.27,0.0
mainFlow.28,100.8,152.6,51.8,1494.9,0.0
rampFlow.38,105.4,153.8,48.4,1146.27,0.0
mainFlow.29,104.4,154.0,49.6,1494.9,0.0
mainFlow.30,108.0,155.2,47.2,1494.9,0.0
rampFlow.39,108.0,155.2,47.2,1146.27,0.0
rampFlow.40,110.8,156.8,46.0,1146.27,0.0
mainFlow.31,111.6,159.6,48.0,1494.9,0.0
rampFlow.41,113.6,160.4,46.8,1146.27,0.0
rampFlow.42,116.4,162.0,45.6,1146.27,0.0
mainFlow.33,118.8,162.6,43.8,1494.9,0.0
mainFlow.32,115.2,164.0,48.8,1494.9,0.0
mainFlow.34,122.4,164.2,41.8,1494.9,0.0
rampFlow.43,119.2,165.4,46.2,1146.27,0.0
rampFlow.44,122.0,167.2,45.2,1146.27,0.0
rampFlow.45,124.8,169.2,44.4,1146.27,0.0
mainFlow.35,126.0,171.2,45.2,1494.9,0.0
rampFlow.46,127.4,172.4,45.0,1146.27,0.0
rampFlow.47,130.2,172.8,42.6,1146.27,0.0
mainFlow.36,129.6,176.8,47.2,1494.9,0.0
mainFlow.37,133.2,178.2,45.0,1494.9,0.0
rampFlow.48,133.0,178.6,45.6,1146.27,0.0
rampFlow.49,135.8,180.2,44.4,1146.27,0.0
mainFlow.38,136.8,182.0,45.2,1494.9,0.0
rampFlow.50,138.6,183.2,44.6,1146.27,0.0
mainFlow.39,140.4,184.8,44.4,1494.9,0.0
rampFlow.51,141.4,190.2,48.8,1146.27,0.0
