begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.93,5.63,0,167
0.0,900.0,main_1a,25.93,16.66,384,384
0.0,900.0,main_1b,31.59,13.57,384,0
0.0,900.0,ramp_0,14.72,16.37,0,217
