begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,33.08,4.5,0,134
0.0,900.0,main_1a,24.92,19.59,434,434
0.0,900.0,main_1b,31.8,15.24,434,0
0.0,900.0,ramp_0,7.17,46.43,0,300
