begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,30.18,18.41,0,500
0.0,900.0,main_1a,25.49,32.39,734,734
0.0,900.0,main_1b,29.64,27.65,734,0
0.0,900.0,ramp_0,14.07,18.47,0,234
