begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.91,5.06,0,150
0.0,900.0,main_1a,25.12,20.15,450,450
0.0,900.0,main_1b,31.64,15.88,450,0
0.0,900.0,ramp_0,7.16,46.54,0,300
