begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.25,10.33,0,300
0.0,900.0,main_1a,28.07,17.4,434,434
0.0,900.0,main_1b,31.54,15.36,434,0
0.0,900.0,ramp_0,17.0,8.75,0,134
