begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.82,14.56,0,417
0.0,900.0,main_1a,27.39,23.99,584,584
0.0,900.0,main_1b,30.59,21.31,584,0
0.0,900.0,ramp_0,16.06,11.54,0,167
