id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
mainFlow.1,1.4,46.0,44.6,1494.9,0.0
rampFlow.1,2.0,46.8,44.8,1146.27,0.0
mainFlow.2,2.6,47.4,44.8,1494.9,0.0
rampFlow.2,3.8,48.6,44.8,1146.27,0.0
rampFlow.3,5.8,53.8,48.0,1146.27,0.0
mainFlow.3,3.8,58.2,54.4,1494.9,0.0
mainFlow.5,6.4,59.0,52.6,1494.9,0.0
rampFlow.4,7.6,60.0,52.4,1146.27,0.0
mainFlow.7,8.8,60.4,51.6,1494.9,0.0
rampFlow.5,9.6,61.2,51.6,1146.27,0.0
mainFlow.9,11.2,61.6,50.4,1494.9,0.0
mainFlow.4,5.0,62.6,57.6,1494.9,0.0
mainFlow.11,13.8,62.8,49.0,1494.9,0.0
mainFlow.6,7.6,63.8,56.2,1494.9,0.0
mainFlow.13,16.2,64.0,47.8,1494.9,0.0
rampFlow.6,11.4,65.0,53.6,1146.27,0.0
mainFlow.10,12.6,65.2,52.6,1494.9,0.0
mainFlow.8,10.0,66.2,56.2,1494.9,0.0
mainFlow.12,15.0,66.4,51.4,1494.9,0.0
rampFlow.7,13.4,67.4,54.0,1146.27,0.0
rampFlow.8,15.2,67.6,52.4,1146.27,0.0
rampFlow.9,17.2,69.2,52.0,1146.27,0.0
mainFlow.15,18.8,70.6,51.8,1494.9,0.0
rampFlow.10,19.0,71.4,52.4,1146.27,0.0
mainFlow.17,21.2,71.8,50.6,1494.9,0.0
mainFlow.19,23.6,73.0,49.4,1494.9,0.0
mainFlow.14,17.4,74.2,56.8,1494.9,0.0
mainFlow.21,26.2,74.2,48.0,1494.9,0.0
mainFlow.23,28.6,75.2,46.6,1494.9,0.0
rampFlow.11,21.0,75.4,54.4,1146.27,0.0
mainFlow.25,31.2,76.4,45.2,1494.9,0.0
rampFlow.12,22.8,76.8,54.0,1146.27,0.0
mainFlow.27,33.6,77.6,44.0,1494.9,0.0
mainFlow.16,20.0,77.8,57.8,1494.9,0.0
mainFlow.26,32.4,79.0,46.6,1494.9,0.0
rampFlow.13,24.8,79.2,54.4,1146.27,0.0
mainFlow.22,27.4,80.0,52.6,1494.9,0.0
mainFlow.18,22.4,80.2,57.8,1494.9,0.0
