id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
mainFlow.1,1.2,45.8,44.6,1494.9,0.0
mainFlow.2,2.4,47.0,44.6,1494.9,0.0
mainFlow.3,3.6,47.4,43.8,1494.9,0.0
mainFlow.4,4.8,48.6,43.8,1494.9,0.0
rampFlow.1,3.6,54.0,50.4,1146.27,0.0
rampFlow.2,7.2,56.8,49.6,1146.27,0.0
mainFlow.5,6.0,57.0,51.0,1494.9,0.0
mainFlow.7,8.2,58.2,50.0,1494.9,0.0
rampFlow.3,10.8,58.2,47.4,1146.27,0.0
mainFlow.6,7.0,59.4,52.4,1494.9,0.0
mainFlow.9,10.6,59.4,48.8,1494.9,0.0
mainFlow.8,9.4,60.6,51.2,1494.9,0.0
rampFlow.4,14.4,61.8,47.4,1146.27,0.0
mainFlow.11,12.8,62.0,49.2,1494.9,0.0
mainFlow.10,11.8,63.2,51.4,1494.9,0.0
mainFlow.13,15.2,63.4,48.2,1494.9,0.0
mainFlow.15,17.6,64.6,47.0,1494.9,0.0
rampFlow.5,18.0,64.6,46.6,1146.27,0.0
mainFlow.16,18.6,66.0,47.4,1494.9,0.0
mainFlow.12,14.0,67.0,53.0,1494.9,0.0
mainFlow.14,16.4,67.0,50.6,1494.9,0.0
mainFlow.17,19.8,70.6,50.8,1494.9,0.0
rampFlow.6,21.6,70.6,49.0,1146.27,0.0
mainFlow.19,22.2,71.8,49.6,1494.9,0.0
rampFlow.7,25.2,72.8,47.6,1146.27,0.0
mainFlow.21,24.4,73.0,48.6,1494.9,0.0
mainFlow.23,26.8,74.2,47.4,1494.9,0.0
mainFlow.25,29.2,75.4,46.2,1494.9,0.0
mainFlow.18,21.0,76.8,55.8,1494.9,0.0
mainFlow.20,23.4,76.8,53.4,1494.9,0.0
rampFlow.8,28.8,78.0,49.2,1146.27,0.0
mainFlow.27,31.4,78.0,46.6,1494.9,0.0
rampFlow.9,32.4,79.2,46.8,1146.27,0.0
mainFlow.28,32.6,79.2,46.6,1494.9,0.0
mainFlow.22,25.6,80.4,54.8,1494.9,0.0
rampFlow.10,36.0,80.4,44.4,1146.27,0.0
mainFlow.24,28.0,81.6,53.6,1494.9,0.0
mainFlow.26,30.2,81.8,51.6,1494.9,0.0
