id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
rampFlow.1,3.0,46.8,43.8,1146.27,0.0
mainFlow.1,2.6,47.2,44.6,1494.9,0.0
mainFlow.2,5.2,49.0,43.8,1494.9,0.0
mainFlow.3,7.8,51.0,43.2,1494.9,0.0
mainFlow.5,13.0,54.4,41.4,1494.9,0.0
rampFlow.2,6.0,56.6,50.6,1146.27,0.0
rampFlow.3,9.0,58.0,49.0,1146.27,0.0
mainFlow.4,10.4,59.2,48.8,1494.9,0.0
mainFlow.7,18.0,60.6,42.6,1494.9,0.0
mainFlow.6,15.6,61.8,46.2,1494.9,0.0
rampFlow.4,12.0,62.4,50.4,1146.27,0.0
rampFlow.5,15.0,62.8,47.8,1146.27,0.0
rampFlow.6,18.0,64.2,46.2,1146.27,0.0
mainFlow.8,20.6,69.2,48.6,1494.9,0.0
rampFlow.7,21.0,70.4,49.4,1146.27,0.0
mainFlow.9,23.2,71.2,48.0,1494.9,0.0
rampFlow.8,24.0,71.6,47.6,1146.27,0.0
mainFlow.10,25.8,72.4,46.6,1494.9,0.0
rampFlow.9,27.0,73.2,46.2,1146.27,0.0
mainFlow.11,28.4,73.6,45.2,1494.9,0.0
rampFlow.10,30.0,75.6,45.6,1146.27,0.0
mainFlow.12,31.0,81.8,50.8,1494.9,0.0
mainFlow.15,38.6,83.0,44.4,1494.9,0.0
rampFlow.11,33.0,84.0,51.0,1146.27,0.0
mainFlow.14,36.0,85.4,49.4,1494.9,0.0
rampFlow.12,36.0,85.4,49.4,1146.27,0.0
mainFlow.13,33.6,86.6,53.0,1494.9,0.0
mainFlow.16,41.2,86.8,45.6,1494.9,0.0
rampFlow.13,39.0,88.0,49.0,1146.27,0.0
rampFlow.14,42.0,88.0,46.0,1146.27,0.0
mainFlow.17,43.8,89.2,45.4,1494.9,0.0
rampFlow.15,45.0,89.8,44.8,1146.27,0.0
mainFlow.18,46.4,91.8,45.4,1494.9,0.0
rampFlow.16,48.0,92.8,44.8,1146.27,0.0
mainFlow.20,51.6,95.2,43.6,1494.9,0.0
mainFlow.19,49.0,95.4,46.4,1494.9,0.0
rampFlow.17,51.0,96.6,45.6,1146.27,0.0
rampFlow.18,54.0,98.0,44.0,1146.27,0.0
