begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.74,6.24,0,184
0.0,900.0,main_1a,27.39,13.06,318,318
0.0,900.0,main_1b,31.91,11.13,318,0
0.0,900.0,ramp_0,17.02,8.74,0,134
