begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,30.97,19.73,0,550
0.0,900.0,main_1a,28.6,24.27,617,617
0.0,900.0,main_1b,29.95,23.0,617,0
0.0,900.0,ramp_0,17.56,4.24,0,67
