id,depart,arrival,duration,routeLength,waitingTime
mainFlow.0,0.0,42.6,42.6,1494.9,0.0
rampFlow.0,0.0,45.4,45.4,1146.27,0.0
mainFlow.1,1.4,46.0,44.6,1494.9,0.0
mainFlow.3,4.0,47.8,43.8,1494.9,0.0
rampFlow.1,5.2,48.2,43.0,1146.27,0.0
mainFlow.2,2.6,49.0,46.4,1494.9,0.0
rampFlow.2,10.4,53.6,43.2,1146.27,0.0
mainFlow.5,6.6,57.6,51.0,1494.9,0.0
mainFlow.6,7.8,58.8,51.0,1494.9,0.0
mainFlow.9,11.6,60.0,48.4,1494.9,0.0
mainFlow.4,5.2,60.2,55.0,1494.9,0.0
mainFlow.11,14.2,61.2,47.0,1494.9,0.0
mainFlow.7,9.2,61.8,52.6,1494.9,0.0
mainFlow.10,13.0,62.4,49.4,1494.9,0.0
mainFlow.8,10.4,63.2,52.8,1494.9,0.0
rampFlow.3,15.6,64.4,48.8,1146.27,0.0
mainFlow.13,16.8,64.8,48.0,1494.9,0.0
mainFlow.12,15.6,65.6,50.0,1494.9,0.0
mainFlow.15,19.4,66.0,46.6,1494.9,0.0
rampFlow.4,20.6,67.0,46.4,1146.27,0.0
mainFlow.14,18.2,68.2,50.0,1494.9,0.0
mainFlow.17,22.0,68.2,46.2,1494.9,0.0
mainFlow.16,20.6,69.4,48.8,1494.9,0.0
rampFlow.5,25.8,72.2,46.4,1146.27,0.0
mainFlow.18,23.2,74.0,50.8,1494.9,0.0
rampFlow.6,31.0,75.2,44.2,1146.27,0.0
mainFlow.21,27.2,76.8,49.6,1494.9,0.0
mainFlow.23,29.6,78.6,49.0,1494.9,0.0
mainFlow.19,24.6,79.2,54.6,1494.9,0.0
mainFlow.25,32.2,79.8,47.6,1494.9,0.0
mainFlow.20,25.8,80.6,54.8,1494.9,0.0
mainFlow.26,33.6,81.0,47.4,1494.9,0.0
mainFlow.22,28.4,81.8,53.4,1494.9,0.0
mainFlow.27,34.8,82.4,47.6,1494.9,0.0
mainFlow.24,31.0,83.0,52.0,1494.9,0.0
mainFlow.29,37.4,83.6,46.2,1494.9,0.0
rampFlow.7,36.2,84.2,48.0,1146.27,0.0
mainFlow.30,38.6,84.6,46.0,1494.9,0.0
mainFlow.28,36.2,85.4,49.2,1494.9,0.0
mainFlow.33,42.6,86.6,44.0,1494.9,0.0
