begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.43,14.14,0,400
0.0,900.0,main_1a,26.7,25.28,600,600
0.0,900.0,main_1b,30.38,22.05,600,0
0.0,900.0,ramp_0,15.38,14.44,0,200
