begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.6,7.39,0,217
0.0,900.0,main_1a,28.91,11.71,301,301
0.0,900.0,main_1b,32.01,10.5,301,0
0.0,900.0,ramp_0,17.76,5.25,0,84
