begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.35,10.3,0,300
0.0,900.0,main_1a,28.96,15.54,400,400
0.0,900.0,main_1b,31.83,14.03,400,0
0.0,900.0,ramp_0,17.56,6.32,0,100
