begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,29.73,19.32,0,517
0.0,900.0,main_1a,25.17,33.56,751,751
0.0,900.0,main_1b,29.55,28.38,751,0
0.0,900.0,ramp_0,14.05,18.49,0,234
