begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,33.35,5.56,0,167
0.0,900.0,main_1a,29.23,9.01,234,234
0.0,900.0,main_1b,32.69,7.99,234,0
0.0,900.0,ramp_0,17.39,4.28,0,67
