begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.9,12.22,0,351
0.0,900.0,main_1a,26.05,26.69,618,618
0.0,900.0,main_1b,30.57,22.58,618,0
0.0,900.0,ramp_0,11.88,24.94,0,267
