begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.04,12.17,0,351
0.0,900.0,main_1a,26.36,25.65,601,601
0.0,900.0,main_1b,30.71,21.85,601,0
0.0,900.0,ramp_0,13.09,21.2,0,250
