begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.46,9.72,0,284
0.0,900.0,main_1a,26.32,22.83,534,534
0.0,900.0,main_1b,30.99,19.24,534,0
0.0,900.0,ramp_0,13.07,21.24,0,250
