begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,31.22,17.22,0,484
0.0,900.0,main_1a,28.77,22.21,568,568
0.0,900.0,main_1b,30.43,20.84,568,0
0.0,900.0,ramp_0,17.62,5.29,0,84
