begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,32.26,10.92,0,317
0.0,900.0,main_1a,27.19,20.73,501,501
0.0,900.0,main_1b,31.15,17.96,501,0
0.0,900.0,ramp_0,15.79,12.94,0,184
