begin,end,edge,speed,density,entered,left
0.0,900.0,main_0,30.05,17.26,0,467
0.0,900.0,main_1a,24.55,35.14,767,767
0.0,900.0,main_1b,29.64,28.9,767,0
0.0,900.0,ramp_0,7.17,46.49,0,300
